"","0","1","2","3","4","5","6","7","8","9","10","11","12"
"1 - psi(x)",0.944125956930685,0.94412595693049,0.944125956908107,0.94412595428302,0.944125639803516,0.944087211415045,0.940018476325805,0.889424556658536,0.87572389349881,0.875558370163806,0.875557135451814,0.875557126072643,0.875557125999576
"q(x)",0.0825482024094413,0.108548388036816,0.0660748396710163,0.0246181003743298,0.00625243027066643,0.00114268614671576,0.000190569312104301,0.000447803231718318,0.00371158702555495,0.0230687652528749,0.0987194632056355,0.261227461855539,0.323449703207587
