"Site","2.5Credible Interval","Posterior Mean","97.5Credible Interval"
1,0.0081220881430214,0.66542895528631,0.999762078490378
2,0.0579979865118554,0.71064835871527,0.998630776575488
3,0.00205032303597307,0.627847633810563,0.999951727253224
4,0.00821882062482825,0.659726091753674,0.999780045136091
5,0.00205481982505201,0.624576945547708,0.999949166444737
6,0.00781857273662556,0.655474861766082,0.999778416757054
7,0.00197624969401302,0.623583737892004,0.999954139693017
8,0.00774295074560752,0.659474435306879,0.999801104120024
9,0.00199735089614665,0.620160738435049,0.999953716474717
10,0.0069408886806857,0.653258688164254,0.999767772009781
11,0.00205697286716175,0.58763909914725,0.999952573531724
12,0.00640936734453799,0.62702990722479,0.999786554698981
13,0.00150814146139952,0.55622900416213,0.999946587783866
14,0.00423124345720257,0.591605457980448,0.999797538761902
15,0.0081220881430214,0.66542895528631,0.999762078490378
16,0.0579979865118554,0.71064835871527,0.998630776575488
17,0.00205032303597307,0.627847633810563,0.999951727253224
18,0.00821882062482825,0.659726091753674,0.999780045136091
19,0.00205481982505201,0.624576945547708,0.999949166444737
20,0.00781857273662556,0.655474861766082,0.999778416757054
21,0.00197624969401302,0.623583737892004,0.999954139693017
22,0.00774295074560752,0.659474435306879,0.999801104120024
23,0.00199735089614665,0.620160738435049,0.999953716474717
24,0.0069408886806857,0.653258688164254,0.999767772009781
25,0.00205697286716175,0.58763909914725,0.999952573531724
26,0.00640936734453799,0.62702990722479,0.999786554698981
27,0.00150814146139952,0.55622900416213,0.999946587783866
28,0.00423124345720257,0.591605457980448,0.999797538761902
29,0.0081220881430214,0.66542895528631,0.999762078490378
30,0.0579979865118554,0.71064835871527,0.998630776575488
31,0.00205032303597307,0.627847633810563,0.999951727253224
32,0.00821882062482825,0.659726091753674,0.999780045136091
33,0.00205481982505201,0.624576945547708,0.999949166444737
34,0.00781857273662556,0.655474861766082,0.999778416757054
35,0.00197624969401302,0.623583737892004,0.999954139693017
36,0.00774295074560752,0.659474435306879,0.999801104120024
37,0.00199735089614665,0.620160738435049,0.999953716474717
38,0.0069408886806857,0.653258688164254,0.999767772009781
39,0.00205697286716175,0.58763909914725,0.999952573531724
40,0.00640936734453799,0.62702990722479,0.999786554698981
41,0.00150814146139952,0.55622900416213,0.999946587783866
42,0.00423124345720257,0.591605457980448,0.999797538761902
43,0.0081220881430214,0.66542895528631,0.999762078490378
44,0.0579979865118554,0.71064835871527,0.998630776575488
45,0.00205032303597307,0.627847633810563,0.999951727253224
46,0.00821882062482825,0.659726091753674,0.999780045136091
47,0.00205481982505201,0.624576945547708,0.999949166444737
48,0.00781857273662556,0.655474861766082,0.999778416757054
49,0.00197624969401302,0.623583737892004,0.999954139693017
50,0.00774295074560752,0.659474435306879,0.999801104120024
51,0.00199735089614665,0.620160738435049,0.999953716474717
52,0.0069408886806857,0.653258688164254,0.999767772009781
53,0.00205697286716175,0.58763909914725,0.999952573531724
54,0.00640936734453799,0.62702990722479,0.999786554698981
55,0.0081220881430214,0.66542895528631,0.999762078490378
56,0.0579979865118554,0.71064835871527,0.998630776575488
57,0.00205032303597307,0.627847633810563,0.999951727253224
58,0.00821882062482825,0.659726091753674,0.999780045136091
59,0.00205481982505201,0.624576945547708,0.999949166444737
60,0.00781857273662556,0.655474861766082,0.999778416757054
61,0.00197624969401302,0.623583737892004,0.999954139693017
