"Site","occupancy_probability_2.5Credible Interval","occupancy_Posterior Mean","occupancy_97.5Credible Interval","presence_2.5Credible Interval","presence_Posterior Mean","presence_97.5Credible Interval"
125,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.1184,1
126,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0846,1
127,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.074,1
128,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.1198,1
129,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0662,1
130,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0561,1
131,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0626,1
132,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0613,1
133,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0785,1
134,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0549,1
135,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0671,1
136,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0636,1
137,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0626,1
138,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0617,1
139,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0636,1
140,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0676,1
141,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0735,1
142,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0554,1
143,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0616,1
144,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.3343,1
145,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0584,1
146,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0603,1
147,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0763,1
148,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.1202,1
149,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0618,1
150,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0872,1
151,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0689,1
152,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0988,1
153,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.12,1
154,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0859,1
155,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0789,1
156,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.1034,1
157,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0647,1
158,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0572,1
159,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0623,1
160,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0616,1
161,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0703,1
162,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0525,1
163,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.1067,1
164,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0675,1
165,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0724,1
166,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0536,1
167,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0722,1
168,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0556,1
169,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.067,1
170,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0659,1
171,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0693,1
172,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.058,1
173,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.062,1
174,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0701,1
175,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0826,1
176,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0568,1
177,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0609,1
178,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0574,1
179,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0625,1
180,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0617,1
181,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0771,1
182,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0542,1
183,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0657,1
184,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0652,1
185,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0664,1
186,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0963,1
187,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0752,1
188,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0546,1
189,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0673,1
190,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0842,1
191,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.063,1
192,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0952,1
193,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.1218,1
194,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0861,1
195,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0843,1
196,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0583,1
197,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.062,1
198,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0552,1
199,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0734,1
200,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0556,1
201,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0643,1
202,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0844,1
203,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0642,1
204,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.082,1
205,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0696,1
206,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.1195,1
207,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0656,1
208,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0606,1
209,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0599,1
210,0.00160452759797797,0.0778268630960686,0.763290974682012,0,0.0631,1
