"","2.5Credible Interval","Posterior Mean","97.5Credible Interval","PIP"
"(Intercept)",0.0790043852725759,0.310007789891603,0.51034443994822,1
"eDNA_captureF",0.500228573262904,1.44263345704414,2.64298450580542,1
"MonthAugust",-1.66426270629144,-0.202146174366509,1.2922467850458,1
"MonthJuly",-0.6882519806819,0.776970444569728,2.26173903587924,1
"MonthJune",-1.00168847129735,0.317077766568165,1.68724205299055,1
"MonthMay",-0.694541435069765,0.664893583427827,1.94984256821953,1
"MonthOctober",-5.87389789184105,-3.51996611543252,-1.33160094589684,1
"MonthSeptember",-4.78603836950604,-2.68112926117252,-0.802680110549132,1
